Rating,Review
3.0,"Once you've discovered the creatures these fruitily filled breaded concoctions attract, you'll line the lower decks of your three story house on the hill with at least 30 popped tarts. I say popped because they punch, they rub hard against your hands and rise up when heated. So place them, around two meters apart, on the wooden slates, down the stairs, into the grass and up to the tree where the creatures live. They will ramblemancy up to you, attempting to use magic and coax the birds into accomplished co-attackers. The preface co is meaningless. Remember this before buying this. This review is true, it is a true recollection of pop tarts, the box and the colour red. Once they are done with the ramblemancy, they will eat nine of the 30 and then twelve more. The sleep they reach, from sugar filled blood, will make them vulnerable to moving, moving away to your most disliked disdainful neighbours.<br /><br />I hope this helps. I honestly hope it helps."
3.0,"Its not like I have horrible breath, but hey, we all get the spicy nachos from time to time.  This gum may be great for my teeth, but it doesn't pack much punch for re-flavoring your mouth.  It's always been a problem for the fruity gums while the mint-based gums always seem to last a lot longer.  Probably because they have flavorful oil in them while I suspect this brand to have a little flavor and mostly sugar substitute.<br /><br />It's similar to the orange tic-tacs - they taste good, but they don't solve the breath problem."
3.0,"These aren't your grandmother's ginger snaps. Newman's Own has created a ginger snap that packs a real kick. The small (silver dollar sized) organic (organic unbleached flour and organic sugar) crisp cookies contain not only ginger as an ingredient, but also have tiny pieces of candied chewy ginger bits that give the cookies an overpowering ginger flavor that borders on ""spicy,"" and tingles the tongue. Some of my children liked them; others did not.<br /><br />Ginger-lovers will certainly like the cookies. Those who do not like ginger will want to stay away from them. Ideally, these are best served with milk (to counteract the spicy ginger) or with tea or coffee (for dipping).<br /><br />The cookies in our bag were a tad bit overdone, almost burned. It may be a ""family recipe,"" but I think I prefer chocolate chip, oatmeal, peanut butter, snicker doodles, or molasses cookies to these."
3.0,"The ChocoPerfection ""Sugar Free Dark Chocolate Bars"" are indeed good tasting, but did cause me to experience some fairly spectacular ""gastric distress"". I bought a box of these when they came up on Woot and was excited about getting a Maltitol free, diabetic friendly chocolate bar with only 2 net carbs.<br /><br />While I knew that Maltitol caused me gastric issues, I thought these would be safe since Erythritol is OK for me and ate one before heading out of the house. Sadly I suspect the Oligofructose brought on a very unpleasant reaction that was more than a little embarrassing since it occurred at very public event. Further tests in privacy of my home confirmed that these bars were the cause of the unpleasantness.<br /><br />Recommended for the flavor and low-carb count, but make sure you know if they will ""effect"" you before heading out to enclosed places with a lot of people. Ironically, my non-diabetic son doesn't have a reaction to these and enjoys the taste so at least they won't go to waste.<br /><br />CFH"
3.0,"The Pumpkin spice Latte is another seasonal release for Maxwell House and much like all the other flavors it is very week in flavor.  For me personally I always need to add more powder to get any taste from these, if I follow the direction I get a watered down drink.  And who drinks 6 ounces of anything these days?  Once I adjust to my taste it has a pleasing taste much like a mildly spiced pumpkin pie with whipped cream.  The creaminess comes from the foam created when you combine the water and powder.  However it does take a ton of mixing to get it to finally combine.  The amount of powder you need to get any taste is not worth the price you pay."
3.0,"I've been feeding my cat this food for about 2 weeks and my cat loves it. However, I feed my cat in the dining room and I eat my breakfast in the living room because the food stinks and the smell lingers.<br /><br />My cat seems very healthy and always has lots of energy after his meal. He seems very healthy and excited to be fed and licks the can clean.<br /><br />But I think I'll return to Tiki Cat or Newman's Own. I change his litterbox at least twice per day because I will not have my house smelling like animal droppings. I will not tolerate foul cat food smell either."
3.0,"I'm not crazy about mint teas in general, but this one does have an interesting flavor. Unfortunately I had the same experience as another reviewer, and the tea tastes old. The sell by date says it doesn't expire until like 2014, but I wonder if maybe they repackaged old stuff? (It only gives a date on the outside box containing the 6 boxes of teas.) I bought several other teas from the Amazon that were fine, just this one.<br /><br />That being said, this is a great tea for people that drink a lot of tea and want a change of pace once and awhile. Just get it somewhere else than Amazon!"
3.0,"Grape Nuts Flakes is Grape Nut Flakes.  It's not like I didn't know what the product was when I ordered it.  We were having difficulty finding the product on our local grocery store shelves.  Price was good when coupled with others s for free shipping.  Delivery was prompt.  Could have been better packaged in the shipping carton.  The end boxes of the 4 pack were pretty beat up.  The product was OK, but the boxes wouldn't stand up when seperated."
3.0,"I purchased this popcorn along with a top rated hot air popper. I believe that because the kernels are smaller and lighter, if your hot air popper has a lot of power, be prepared to have the kernels fly all over until the point they start to pop. The popped kernels are definitely smaller than normal popcorn and frankly, I  do not find the popcorn fluffier or less ""husky"". In fact, I am fighting the urge to pick my teeth as I write! All of this may be due to the fact that I am using a hot air popper. It is nice to know the corn is organic, but I am a little mad at myself for purchasing a 10 year supply! ;)"
3.0,"I am convinced that fair trade, organic food is best for us, the planet and our neighbors. So when I saw this option for coffee I was eager to give it a go as good organic coffee is rare. This is a good, but not great, option.<br /><br />I found that most of the time I would get either too weak or too strong coffee. If I went with one package it was too weak. Two packages was too much. I couldn't find the sweet spot. With the packets being pre-packaged you would think the amount would be just right.<br /><br />Incidentally, the packets are hard to open. I don't know if I got a pack of glitched packets but mine did not have notches in them. This didn't affect my score.<br /><br />Overall, if you can get the right mix it is still organic, free trade coffee and I'll take it any day over the stuff from the big manufacturers. But I was hoping for an easier just-strong-enough experience."
3.0,"Since starting this powder about 6 weeks ago, I haven't noticed any effect on my sleep, but the number of times I have been woken up by leg cramps (a.k.a. charley horses) has diminished considerably. (I'm pregnant, so both sleep disturbances and leg cramps are common.) As to the taste, the powder mixed with water is not unpleasant and doesn't have much of a taste. I prefer to mix it with water, lemon juice, and pomegranate juice -- it's delicious!"
3.0,"I mean what I say in the title, I always love Baker's Breakfast Cookies. On most work days I have no time for oatmeal, so I eat one of these, an Odwalla or Cliff bar or Fiber One toaster pastries. These cookies fill me up, are healthy, and really keep me satisfied til lunch.  However, this flavor is rather bland. I think it just tastes like the regular part of the cookie, no special treat of fruit or chocolate in there. I really don't taste any mocha or cappuccino flavor in it. So I would recommend Baker's but not this flavor. My favorite two are the peanut butter and the cherry chocolate chunk (seasonal)."
3.0,"This might sound weird, but if these cookies were marketed without the Oreo name, they might taste better. Or, if they were called ""Oreo Crisps,"" I wouldn't have been hoping for that classic Oreo taste.<br /><br />My first impression was that these are ""weak-sauce Tagalongs"" (Girl Scout cookies). They're thinner, and don't taste super peanut buttery. The package clearly says ""Peanut Butter"" with ""Creme"" in small letters next to it, so I've theorized that the ""creme"" part means it's the familiar Oreo creme that has *some* peanut butter flavor added.<br /><br />The cookie texture is nice. Very crisp and tasty. It's just when everything is put together that it's kind of disappointing. I have hope for the original flavor, <a href=""http://www.amazon.com/gp/product/B003XV1TAS"">Oreo Fudge Cremes, 8.5-Ounce Boxes (Pack of 4)</a>, but have yet to try them.<br /><br />That said, I do keep eating them. They kind of grow on you, but they're not as amazingly delicious as I like my snacks to be. I think I'll stick with regular sandwich Oreos."
3.0,The traps are mostly functional but the wires that engage the trigger are too soft so they bend easily and are not of uniform length causing them to bend while setting and tripping.  I have some of the same model traps from 20 years ago that still work and were made to much higher quality standards. These will be lucky if they last one season. Cheapening the product is not a good way to sell more.
3.0,"Senseo Espresso pads make a decent cup of coffee but I wouldn't call it espresso.  I appreciate the fact the pods are strong enough to make a decent cup of regular coffee and I admit I did not expect the pods to make the thick, rich cup of espresso I'm used to making with an old stove top maker.  This is fine for what it is, but it's not espresso."
3.0,"Yamazaki 12 used to be a bargain when it was at the $28 price per bottle. Somewhere along the way, they got too big for their britches, and have been demanding more for their product.<br />While a decent Scotch-like whisky, they're too expensive when you can get similar for less - that is, you can buy a REAL scotch. For less.<br /><br />For about the same price, a Dalwhinnie 15 is superior.<br /><br />And the 18year Suntory selling for $109 to $140? Laughable when you can buy a Glenlivet Archive 21 year for the same price.<br /><br />In conclusion, this was once a good alternative to scotch when they were cheaper. At their current prices, this does not compete well with all the great Speyside or Highland whiskys to be had for much cheaper."
3.0,"First off I LOVE grape juice. Love the tang and sweetness of it. However the sugars in it at times makes me hesitate to drink it too often. I saw this 40% less sugar one on sale and thought I'd try it.<br /><br />Ingredients : Purified Water, Apple and Grape Juice Concentrate, Calcium Lactate, Gluconate, Vegetable Juice (For Color), Ascorbic Acid (Vitamin C), Natural Flavors, Vitamin D3.<br /><br />As you can see WATER is the first ingredient. Expect to taste watered down grape juice because that's just what it is. No tang not sweet. Just water grape juice or shall I say apple juice with a hint of grape.<br /><br />I would have given it 1 star however because it IS for TOTS and it is 40% less sugar (70 cal, 16g of sugar, 10mg sodium) I will give it 3 stars. I would rather buy regular grape juice and add a little bit of water myself."
3.0,"I LOVE morels.  I fondly remember picking them when I was younger, and frying them for morel sandwiches.  Unfortunately, I no longer live in an area where they grow. So when I saw this, I decided to try it.<br /><br />I was pretty disappointed in the product.  I give it 3 stars because it is what it says it is...morel mushroom powder and bits in Extra Virgin Olive Oil.  Unfortunately, you cannot taste much 'morel' flavor over the taste of the EVOO, and the EVOO itself is a bit on the bitter side (in other words, not the best EVOO).<br /><br />I will use the six jars I purchased (3 meat, 3 salad), but I doubt I would order them again."
3.0,"I love this tea and will be purchasing it again. But I do not brew it alone. I brew it with Tazo's Chai to balance out the flavor. I also add extra green cardamom seeds, freshly ground pepper, ginger, and star anise. So as a tea all by itself, this wouldn't do it for me. But it makes a perfect balance with the Tazo Chai and all the other spices I throw in.<br /><br />After the tea is all brewed I do add honey & whole milk. The milk eliminates any bitterness."
3.0,"I was always a big fan Of Gloria Jeans Raspberry chocolate beans as they made a wonderful cup of coffee and the house smelled so good just from having the beans around.  When I saw the Van Houtte Chocolate Raspberry I ordered it hopping to have the same great flavor and aroma.  I opened the box and no aroma, thought ok they are packed so well the aroma can't excape.  I brewed 2 cups 2 different sizes.  Smelled good while brewing.  This coffee is not strong and is very smoothe but all I could taste was the raspberry, no chocolate at all.  The next cup I actually added some chocolate milk to hoping for the chocolate to come through.  No go, that didn't even help.  If you want a raspberry flavored coffee this is good for that, but don't expect any chocolate flavor.  I have had my Keurig about 4 years and have gone through some coffee so I know what I enjoy and this isn't it and now I have 4 boxes to go through.  Maybe Van Houtte brand isn't for me.  I love Emeril's the best and maybe down the road they will get Gloria Jean's Rasberry Chocolate?"
3.0,"These weren't awful, they just weren't good. The combination of flavors is actually nice because you can't go wrong without chocolate and coconut, but the texture just ruins it all. I do understand that often gluten free baking has its obstacles to overcome, but these bars feel like they want to be cake-like but wind up powdery and almost tough at the same time. Basically, they have the sort of texture one imagines a ""gluten free"" product would have (although it doesn't have to be this way!) And while I love almonds, their presence only adds to the unpleasant feeling this bar has in the mouth.<br />Luckily, I'm not gluten free, but if I were I imagine these would be nice in a pinch though I wouldn't seek them out just to have around."
3.0,"It's not great, and it's not bad. If you're looking for a healthy, clean ""hole filler"" to keep in your office cabinets for those days you forgot to pack enough food, or when you're looking for a little extra som'n som'n, then this might be a decent choice. Don't expect much substance as each bar is basically a tablespoon or two of sprouted nuts and seeds held together with some raisins and dates (70 calories/bar). The bars are not moist, and instead are crunchy and thin. Like I said, it's a great alternative to the vending machine, but it probably won't be your ""go to"" snack."
3.0,"I bought one of these at a store and thought I would order a box of the Peanut Butter-Dark Chocolate Protein online. I am not sure if it is the heat of the summer or off batches but the last two 12 packs I have ordered have been in date but as hard as rock. Not like the individual one I bought in the store. Also, it is a delicious bar and barely impacts my blood sugar so makes a great on-the-run snack.  Note: I don't taste the peanut butter at all. I like peanut butter so was a bar disappointed but the bars are still tasty."
3.0,"I'm rating this a four for flavor, which is generally all I care about when I eat. It's tasty, not too exciting but perfectly enjoyable. Sweet but not too sweet, crunchy, maybe a little drier than it needed to be.<br /><br />I looked at the nutrition info, however, and couldn't believe that a product whose packaging won't shut up about how healthy it is had such high calories and fat contents--and that was with a serving size of one tenth the bag! This food is light and not too satisfying and no one's going to be happy eating it one tenth at a time.<br /><br />Then there's the packaging, some kind of eco-unfriendly synthetic plastic.  It's very soft and has way too much give to it, no structural integrity to speak of.  I'm blaming that for my other big problem with the product, which is that my granola arrived in terrible shape. Nearly all the large clusters were broken up, and quite a lot of the granola was so pulverized that I couldn't hold it in my fingers and had to pour it out of the bag. Come on, who wants to do that?"
3.0,"I didn't look closely enough at the description of the rice packaging.  I thought from the photo it would be in a pouch... but instead it's in a bowl with a cardboard sleeve around the bowl.  Granted, most of it is recyclable, but it's WAY too much packaging to be environmentally  friendly, especially when buying a multi-pack.<br />So even though we enjoyed the rice, and found it convenient, I won't be purchasing it again."
3.0,"Con<br /><br />*Not great tasting<br />*No English directions (see youtube to find out how to do this that is what we did)<br />*Box arrived crushed<br /><br />Pro<br />*Fun to make<br />*looks cute<br /><br />My boyfriend got this for me just for fun because we both love sushi. We could not figure out the directions via the pictures so we looked online and found directions on youtube. Everything smells like grape but the texture is not that appetizing and I like fake grape flavoring. We both had a problem just trying to swallow it but for $11 we kind of felt obligated. It is fun but as another user stated you can buy it places like j-list for around $5 if you want the experience buy it at another place. Otherwise I suggest you find directions online ""how to make candy sushi"" out of rice krispy treats, Swedish fish and fruit roll ups or come up with your own ideas and have fun!"
3.0,"Very disappointed with the direction Healthy Choice has taken with all of its former ""Fresh Mixers"" line, especially the ones that contain chicken.  I am changing my rating on all of these products from 5 stars to 3 stars.  With the switch to ""Lunch Express,"" apparently they decided to lower their production costs and make more on each unit.  First, they removed the handy green plastic strainer -- consumers are now supposed to be able to judge the exact amount of water that can be absorbed by the pasta or rice, aided by a lower water line in the container.  Second, in case you haven't read the fine print on the sauce containers, they have replaced the nice large chunks of white chicken meat with smaller, diced pieces of dark chicken meat.  I saved a few of the old green plastic strainers and they still fit the newer containers.  The convenience, taste and portioning are still attractive, so I'm continuing my subscription for now -- which is probably what Healthy Choice is counting on -- but just wanted to state my disappointment over yet another company placing greed over customer satisfaction."
3.0,"When I first got this cereal, I popped a few in my mouth just to try it out real quick (middle of the afternoon snack, if you will). ""Hmm"", I thought, ""Not bad!"" A little crunchy, and a nice little satisfying bite of chocolate. My kids enjoyed them as well. The next morning, I tried it as cereal with milk over it. My impression went downhill from there. It got soggy fairly quickly, and though the chocolate stayed together, the texture and consistency of the coating was unpleasant to say the least. So, 3 stars - in my opinion, it's much better as a snack, but there are better (and cheaper) alternatives for a healthy and chocolatey snack item."
3.0,"I wrote a review for the Trappist Abbey Fruitcake, which you can read here.<a href=""http://www.amazon.com/gp/product/B002UZW4LG"">Trappist Abbey Fruitcake</a><br /><br />My biggest issues with this date-nut cake are: (1) the small size of the 1 lb. portion, (2) the price considering the size, (3) the sweetness.<br /><br />(1) If you haven't bought the 1 lb. cake yet, you need to look at the picture I uploaded holding it in my hand.<br />(2) Again, considering the size, I personally think the cake is overpriced. But it is definitely dense.<br />(3) My biggest gripe with this date-nut cake is that it was too sweet for me. That's why I gave this 3/5 stars. Depending on your tastes, you might love it or hate it.<br /><br />I wouldn't buy the date-nut cake again, but I did enjoy Trappist Abbey's fruitcake."
3.0,"First of all, I was not sent the item described; I received a single ""cheeseburger pasta"" kit. Basically, this product differs from the more famous single-skillet meat and pasta product in that it includes a packet of Velveeta. The kit is easy to prepare--brown the meat, add the seasoning and pasta, simmer, and stir in cheese packet--and cooking takes less than half an hour. It is tasty but a bit salty, and there is not much pasta. If one buys these kinds of products, I guess the combination of pasta and cheese with an instant entree meal would be an attractive product, but I was thinking how easy it would be to cook the same thing from scratch. Recommended mainly for convenience's sake . . . ."
3.0,"He gets all excited, runs off, but in bulk, all I can say is that I keep tripping over totally unchewed rawhide bones all over my house.<br /><br />He usually chews raw hides 3/4 of the way before kinda giving up and getting a fresh one.  These show no sign of ever being chewed.<br /><br />I don't know why, but I have tripped over so many at this point (and I've only used one of the two bags) .... I doubt I would ever buy again."
3.0,"My two year old is a Type 1 diabetic and naturally he doesn't understand why he can't have the same foods his brother and sisters have without getting insulin. To try to combat this (and donate to research at the same time) I bought these cookies.<br /><br />Overall, they will do in a pinch. While they were full of coconut flavor they were dry as dirt. The sweetness is a treat and of course, the fact that BG doesn't go crazy is a plus. Truth be told though we prefer other low carb desserts."
3.0,"In regards to the reviews stating that it creates a horrendous smell, I find that not to be accurate in my case.  I brewed a cup and though there is a strong aroma, it is not consistent with ""absolutely horrible smelling"" like others have said.  I honestly find the Timothy's Irish cream to be horrendous smelling.  Anyways when the coffee is done there is a very good hint of kahlua that hits your nose.  Unfortunately upon taking a sip it did not impact my taste buds the same way.  It is not a bad tasting coffee, but it isn't the same as taking some real kahlua and putting some in your coffee. In closing if you want kahlua flavor just get yourself some real kahlua. Fortunately I have some to add to the actual coffee so I can get through the boxes I bought.  If you really love kahlua this is not going to satisfy you.  I would not buy it again."
3.0,"With Subscribe and Save, these are about the same price as they are at the local Family Dollar so I went ahead and ordered a pack of 4 for myself and friends I have over for the holidays.<br /><br />These are just average. I thought there'd be more to them. Very small layer of cheese but I guess that's about how everything is nowadays. But these are just average. I won't be purchasing them again.<br /><br />They aren't bad if you used them in dip."
3.0,"If it lasted, it would be a good chew.  It's a little smelly but compared to a chew-hoof it's Chanel.  Puppy took it from my hand and went straight to work, and it lasted about 20 minutes.  He's a bigger chewer now but at the time he was not the most ferocious, and it would last maybe 8 minutes now.  No mess on the floor - little nibbled bits that stick to your socks - like you get with real bones.  No loose stool either, but there were some FUNKY smells going on in his vicinity a few hours after each bone.<br /><br />For a more durable chew without the stinkies, try an antler.  I'll post a review on those if I can find them in my order history.<br /><br />Based on the dogs I've owned, this would be great for a Sheltie, spaniel, bichon or other small- to midsize- puppy that isn't a serious chewer but needs a job to do to keep him out of trouble."
3.0,"I found that I liked the Velveeta meal better than a complete meal kit. However, I did have to pre-cook the chicken which took away from the box use for me. It wasn't a whole lot less work than cooking a homemade chicken meal. It tasted pretty good and was very cheesy. I have a family of 3 and it fed us with some other sides. Overall it was a decent meal and a fairly quick fix. I would probably get it again in a pinch."
3.0,"Eh, this was just ok.  I've had some comparably priced caviars that I liked much more.  The eggs are a little too large for my liking, and there wasn't enough 'snap'.  That's just my personal preference though.  The main thing is that there was just SO MUCH DYE.  Just a spoonful or two will turn your mouth (and skin if it touches it) blue.  I couldn't even get the blue off my finger after scrubbing."
3.0,"Switch is fruit juice that looks and drinks like a cola. From the packaging and branding to the carbonation, it looks to sub in for your favorite soda or energy drink and - let's face it - that's not a bad thing!<br /><br />The drink itself is pretty good. A fairly concentrated blend of fruit juices plays well on the palate by refreshing carbonation.  It doesn't feel thick or sticky like other beverages in 8 oz cans, but it does have a hint of that cough syrup flavor that is so common these days. Fortunately that bit isn't overwhelming and doesn't hang around long.<br /><br />After the swallow Switch is sweet, bubbly, and light - a perfect substitute for most sodas. At about a dollar a can, Switch is a great choice for anyone looking to cut back on cola or make their kids lunch a little healthier without making them look uncool. Even if it does still seem wrong to pay more for straight juice than heavily processed artificial flavors."
3.0,"Thought we would try them just to see what they were.  Remember doing a grilled cheese sandwich in the oven and a dribble or two of cheese would end up on the tray beside the sandwich?  Kinda crispy/crunchy but not actually burned, it would bubble and sizzle a bit and you could just pop it in the old mouth and crunch down on it... Well that's what these are, just out of aged parmesan cheese.  Not particularly bad, but not particularly good either.  Save your money.... Go make a grilled cheese sandwich for much cheaper."
3.0,The flavor is ok but not mind-blowingly great and how can you claim the product has no sugar when its primary ingredient is Invert Sugar Syrup (a mixture of glucose and fructose). Lord help you if you are diabetic. Read the ingredients .. this is basically sweetened vanilla extract with added vanilla seeds added and thickened with the Gums. It appears that some people really like this stuff but its not for me. I'll stick with the real beans.
3.0,"This is one of the better CLEAR conditioners. I have tried several from the brand, and so far I like this one the best, although it still is not my ideal conditioner.<br /><br />I needed to use alot to get good detangling and conditioning. Alot more than my usual brands (Infusium23 or Redken). The smell is very nice and seems to last throughout the day. It doesn't weigh my hair down or leave it feeling coated or with any residue or buildup. It rinses out easily, but once it's out, it's out - I end up using a leave in conditioner afterwards most times.<br /><br />My hair isn't awfully dry or damaged, but can feel a bit worse at times depending what styling products I have used. If this conditioner did just a tad more conditioning it would be a pretty good conditioner. I just can't justify using so much at a time, even if it is a cheap brand."
3.0,"I was recently introduced to Genmai cha by a friend who's husband works for a company that does business with Japan.  I was at once intrigued and desirous to purchase more of the same.  However, I am still unable to find a similar tea with the same delicate taste.  Unfortunately, Yamamotoyama Genmai Cha is just adequate.  I am still on my quest to find that same delicate flavor I found in those tea bags my friend gave me.  Wish me luck in my search!"
3.0,"I bought some of these mints in Paris in October and I was delighted to learn I could order them through amazon.com -- even at double the price.<br /><br />I was also delighted that I received my order within three days.  I was not so delighted to see that three of the six boxes of mints said ""Best by March 2011"" when I did not even order them until December 2011.<br /><br />The date probably doesn't matter much on mints but buyers should beware of this happening to them"
3.0,"I was looking forward to receiving this order. Almonds, macadamias, and walnuts! Sounded delicious.<br />Then I tried one, and was puzzled. Yes, I could taste some almond, but WOW, the  main flavor was PEANUTS. The ingredients list peanuts as the largest amount of nuts. This should be called the Peanut, Almond Bar. If one likes to have the main flavor of a nut bar as peanuts, you will enjoy this.<br />The quality of KIND products I appreciate, as well as the low GI, the natural properties, and having a healthier choice. But honesty in advertising and product would be appreciated.<br /><br />I was disappointed with the deception, and the unexpectedly strong flavor of peanuts, as I purchased it for the nuts I like best, which were supposed to be the main source of nut protein.<br />Let's get honest KIND!"
3.0,"After two years on Eukanuba lamb and rice i thought i would try a different food for my choc lab just to give him a bit of variety.<br />He likes the food alot not surprisingly but the difference is after three weeks of eating it is that he is alot hungrier than he was before, his poop is alot looser, he is thirstier and his breath is not good. His coat condition and enery levels are very good though so a mixed bag for me over all. I will likely go back to the previous food with the next order."
3.0,"After all the glowing reviews, I tried the Italian Roast and ground it fine for Espresso.  The first thing I noticed when I opened the bag was that the aroma was not as rich as the Lavazza coffee beans I normally use and smelled burnt, but heck I would try it anyway.  The taste was better than I expected vs. the initial aroma of the beans.  The aroma after brewing was also of the burnt variety<br /><br />After trying it for two day with my Rancilio Silva espresso machine, I will go back to Lavazza and pay the premium.  Just to have the rich armoma of fresh coffee beans is worth it.  Maybe it would be better used in a regular coffee maker?<br /><br />If you like hotel lobby coffee and no rich aroma, then from the price it is not bad."
3.0,"This conditioner seemed promising. It smells great and it's in a nice looking bottle. The actual product, however, was not suitable for my hair. I have thick, wavy hair and this conditioner was not up tp mositurizing my hair. The conditioner felt a little watery, not think and creamy like a good conditioner should be. I would recommend this product for someone with fine, straight hair. This conditioner would be good for that type of hair because it would condition but not weight that type of hair down. It just does not have the strength for thicker or curlier hair."
3.0,"Like other reviewers, I was smitten with this tea while traveling abroad. Amazon's price seems unbeatable, and the subscription offer makes it even more attractive. Unfortunately, when our order arrived, I found the tea to be just...okay. Whether the box we received was an inferior product, or whether it tasted so good in Japan because I was jonesing for black tea after weeks of drinking nothing but green or barley tea, I don't know. In fact, my favorite part of the order was the exotic packaging, which was half Arabic. But once we've finished the 600 bags (!!!) I ordered, I'm going back to PG Tips Special Blend while I continue my quest to find the world's best (reasonably priced) English Breakfast tea."
3.0,"I saw these on sale so I nabbed them.  For anything larger than a 6oz cup, the results will be too weak.  I end up brewing one with 6oz of water and then a cappuccino or something on top of it.<br /><br />The peppermint was the flavor I was anxious to try but it ended up being the dark chocolate that I loved the most.  I'm on the fence about ordering hot cocoa k-cups in the future.  It might be better to stick with canned cocoa and just use the water from my Keurig."
3.0,"I have to agree with the recent reviews, these are just so so as far as taste.  I bought them as a lightning deal special thinking these would be a little healthier and keep me away from the Kettle chips that I love...after eating a bag of these, I want the Kettle chips back.  They are ok but not as good as a fried chip.  Maybe eating these will discourage me from chips period.  Like some other people making comments, I'll probably finish the box and not buy again.  They remind me of Pringle chips just smaller and maybe a little puffier."
3.0,"I bought these before picking up my 2 yr old from daycare.  He is used to having a snack in the car on the way home before naptime.  I usually bring crackers or a banana.  The boy really enjoyed these crackers.<br /><br />My own experience with these crackers is different, sadly.  The first bite was lovely.  But later bites were sadly lacking.  These crackers are like a lesser Cheez It.  There is a little bit (not enough) of cheese flavor, but the unique pretzel energy is lost.  It's best not to combine the modest pretzel with flashier snacks because it can't stand up.  It just winds up giving you a watered-down version of The Other Thing, in this case a Cheez It.<br /><br />I would say, stick with Cheez Its, OR, pretzels, but combining them  minimizes them both."
3.0,"The product is great!!  We love it and first tried it from a local store.  A couple of months ago I decided to try the subscribe and save as it was a little less....big mistake!!  The savings were not worth it.  The first shipment, half the cans were dented.  I let it go and let them ship another shipment.  This time all the cans were dented!!  I contacted Amazon and they sent out a replacement shipment.  I also made mention of the poor packaging.  The replacement cans were all dented as well.  Last I checked at the local store, those were all dented too.  I wonder if it is an issue from the manufacturer but either way, beware that you may get dented cans!!"
3.0,"I'm a huge fan of VitaCoco because their basic coconut water is fresh, tasty, not from concentrate and a much more natural gym drink than Gatorade.  I also am a huge fan of buying VitaCoco over Amazon because it's a whole lot cheaper than GNC or the random delis that sell their products.  And I'm a big fan of Rihanna's music.  Sadly, I am *not* a fan of this Rihanna-inspired flavor.  The sugar (evaporated cane juice) seems unnecessary and counter to the health marketing... just user riper fruit!  Also, I'm not a fan of dragonfruit since its actually a very bland, watery fruit despite the cool name and appearance.  If you want tropical then stick with their Pineapple, Tangerine or Passionfruit flavors!"
3.0,"First, I love Spry gum...high % of xylitol per serving, no gross/weird ingredients, great flavor. The flavor may fade a little faster than some conventional chewing gums, but it's better than consuming the carcinogenic, disgusting artificial ingredients they use. Also, this is an amazing value for Spry gum...previously I was ordering the 100 pc. tubs from a popular online herb store; that worked out to about $1.10 more per 100 pieces. At local health food stores, a 100 piece tub is even more expensive at about $7-7.5 each before tax! This is a good value anyway, as I have seen tubs of conventional chewing gum cost more than this per 100 pcs. The only thing is, I can not tolerate the cinnamon flavor for some reason! I can eat cinnamon no problem in other foods, but this gum triggers canker sores for me. I keep forgetting that and order it now and then because I like cinnamon gum, but it's really a bad idea for me :("
3.0,"I though this was a great idea; I love tea and coffee!  I like strong beverages.  This combines all together.  The only thing is it is very pulpy coming from a regular drip coffeemaker, so I am thinking there is a better way to make this?  The taste is not bad, it is just that it is quite dense.  I am not sure I find the smell very enticing, either.  So, I am going to give it another try.  I had it with sweetener and coffeemate powder, so maybe I will try the honey that is suggested.  and the milk."
3.0,"I ordered this when I first got my Keurig because I thought it would make a great k-cup based on the bagged teas by Bigelow.  I was wrong.  It was much weaker.  In fact, I received a sample of another black tea that is generally very weak in the bag and it was far superior to the taste of this particular Bigelow tea.<br /><br />Bummer.  Won't be ordering this one again.<br /><br />Additionally, on all teas ordered, you better arrange for faster shipping or you'll be waiting till next Christmas to get it!"
3.0,"This is the first review I have ever written about a product, and I have bought over 300 to 500 items from amazon. I just wonder who packs these boxes? When you advertise a variety pack of 60 with 7 different cereals, one thing that does not come to my mind, is somebody packing the box with what you feel like giving them. Not everybody's favorite cereal is frosted flakes in my case, and or raisin bran for somebody else buying this product. When you spend $56.00 for 7 different kinds of cereal, that's what you think your getting, not what they have more on hand of at the time. There should be an equal distribution of each kind, and if they can not do this please specify this in the product details so consumers are not mislead. Because if I wanted frosted flakes I would go buy a box at the store. The Variety idea is great, but the spending $56.00 for a mystery box of cereal is not. Thanks."
3.0,"I started buying the sugar free version to cut back on my sugar intake. There's a noticeable difference between the two which is as obvious as a regular coke and a diet coke. I learned to add coffee, bananas, and ice to make it taste better. I noticed that Carnation has significantly cuts back on the amount of powder in each packet; so much so it seems wasteful to continue to use the same packet."
3.0,"This coffee smells great and has a nice pumpkin flavor to it (as advertised), but it brews very weak in a Keurig.  I am not sure if it is just the roast of the bean or simply the pure quantity of grounds that were packaged in these specific k-cups, but I like my coffee stronger, with a bit more of a punch.  This would be perfect and a bit more flavorful if it didn't taste as weak/watered down. :("
